iter	Logloss
649	0.1649472627
650	0.1649134769
651	0.1648404644
652	0.1647974965
653	0.1647395194
654	0.1646827564
655	0.1646222014
656	0.1645357415
657	0.1644897086
658	0.1644199802
659	0.1643602726
660	0.1643062727
661	0.1642584318
662	0.1642138656
663	0.1641361386
664	0.1640594978
665	0.1640075782
666	0.163956108
667	0.1639239671
668	0.1638524603
669	0.1638516944
670	0.163810202
671	0.163755904
672	0.1636995918
673	0.1636644801
674	0.163618573
675	0.1635642838
676	0.163501382
677	0.1634603172
678	0.1633860086
679	0.1633424192
680	0.163309313
681	0.1632568709
682	0.1632133171
683	0.1631436074
684	0.163102504
685	0.1630477896
686	0.1629935053
687	0.1629750318
688	0.1629126199
689	0.1628703252
690	0.1628251627
691	0.1627858531
692	0.1627423602
693	0.1626900336
694	0.1626378264
695	0.1626072528
696	0.1625588285
697	0.1624867494
698	0.1623966338
699	0.1623385487
700	0.1623016008
701	0.1622385036
702	0.1621773064
703	0.1621514836
704	0.1621089813
705	0.1620584843
706	0.1620320454
707	0.161995787
708	0.1619603879
709	0.1619127462
710	0.1618411295
711	0.1617968186
712	0.1617593146
713	0.1616984519
714	0.1616326707
715	0.1615829844
716	0.1615159508
717	0.1614887476
718	0.1614235912
719	0.1613921201
720	0.1613282515
721	0.1613119968
722	0.1612829386
723	0.1612235785
724	0.1611676713
725	0.1611242157
726	0.16105996
727	0.1609950602
728	0.1609575551
729	0.1609103342
730	0.1608636334
731	0.1608166121
732	0.160756042
733	0.1607151262
734	0.1606448785
735	0.160596449
736	0.1605465536
737	0.1604933241
738	0.1604568745
739	0.1604285387
740	0.1603759891
741	0.1603754379
742	0.1603337618
743	0.1602776988
744	0.16022961
745	0.1602150125
746	0.1601976756
747	0.1601505435
748	0.1600932226
749	0.1600246241
750	0.1599786116
751	0.1599430789
752	0.1598957755
753	0.1598633609
754	0.1597904385
755	0.1597286677
756	0.1596977566
757	0.1596579854
758	0.1595903185
759	0.1595410812
760	0.1595065305
761	0.1594632858
762	0.1594052234
763	0.1593429603
764	0.1593037998
765	0.1592596926
766	0.1592102001
767	0.1591652721
768	0.1591347358
769	0.1590832257
770	0.1590531776
771	0.1589955022
772	0.1589633353
773	0.1589083425
774	0.1588331793
775	0.158795194
776	0.1587471311
777	0.1586693251
778	0.1585990288
779	0.1585319775
780	0.1584880001
781	0.1584509686
782	0.1584096676
783	0.1583739471
784	0.1583360855
785	0.1583058282
786	0.1582490904
787	0.1582204342
788	0.1581771081
789	0.1581294669
790	0.1580819522
791	0.1580668137
792	0.158034313
793	0.1579953144
794	0.1579561082
795	0.1579059008
796	0.1578816631
797	0.1578370627
798	0.1577910452
799	0.1577593796
800	0.1577365871
801	0.1576926032
802	0.1576531682
803	0.1575794256
804	0.1575392023
805	0.1574756728
806	0.1574251319
807	0.1573875624
808	0.1573391993
809	0.1572850396
810	0.1572297329
811	0.1571578811
812	0.1571399547
813	0.1570951073
814	0.157034095
815	0.1570084224
816	0.1569752521
817	0.1569427542
818	0.1568999952
819	0.1568495068
820	0.1567904889
821	0.1567624324
822	0.1567093482
823	0.1566550259
824	0.1565891977
825	0.1565503002
826	0.156523398
827	0.1564690239
828	0.1564080611
829	0.1563767492
830	0.1563126287
831	0.1562661864
832	0.1562225701
833	0.1561854885
834	0.1561330905
835	0.1560887695
836	0.1559999959
837	0.1559555057
838	0.1559195588
839	0.1558748371
840	0.1558287074
841	0.155788948
842	0.1557452242
843	0.1557125966
844	0.1556548239
845	0.1555963079
846	0.1555569465
847	0.1555135687
848	0.1554844256
849	0.1554399727
850	0.1553909941
851	0.1553575295
852	0.1553133327
853	0.1552625887
854	0.155217758
855	0.1551636599
856	0.1551373862
857	0.1550884797
858	0.1550442748
859	0.1550035538
860	0.1549483696
861	0.1549110488
862	0.1548742339
863	0.1548239699
864	0.1547862618
865	0.1547475888
866	0.1547036595
867	0.1546667514
868	0.1546182245
869	0.1545805959
870	0.1545302908
871	0.1544966841
872	0.1544699321
873	0.1544360352
874	0.1544091128
875	0.1543851549
876	0.1543257688
877	0.1543065286
878	0.154256396
879	0.1542173537
880	0.1541819179
881	0.1541319305
882	0.1540834884
883	0.1540400109
884	0.1539925403
885	0.1539231741
886	0.1538952549
887	0.153858361
888	0.1538204652
889	0.1537640889
890	0.1537154337
891	0.1536648388
892	0.153631623
893	0.1535847285
894	0.1535556349
895	0.1535174149
896	0.1534890862
897	0.1534221917
898	0.1533713777
899	0.1533317559
900	0.15328206
901	0.1532353864
902	0.1532081879
903	0.1531684207
904	0.1531336828
905	0.1530990132
906	0.1530637036
907	0.1530359618
908	0.1530190029
909	0.1529834672
910	0.1529649456
911	0.1529330485
912	0.1528864448
913	0.1528404975
914	0.1528167467
915	0.1527929373
916	0.152767737
917	0.1527302316
918	0.1526930442
919	0.1526417855
920	0.1525864611
921	0.152527021
922	0.1524760418
923	0.1524399817
924	0.1524004886
925	0.1523775185
926	0.1523427426
927	0.1523079949
928	0.1522679681
929	0.1522414832
930	0.1522250843
931	0.1521734411
932	0.1521340259
933	0.1521042467
934	0.1520693199
935	0.1520297732
936	0.1519850699
937	0.1519265405
938	0.1518856148
939	0.1518224645
940	0.1517911311
941	0.1517667966
942	0.1517058994
943	0.1516707189
944	0.151642786
945	0.1516137648
946	0.1515747978
947	0.1515451587
948	0.1515302222
949	0.1515079724
950	0.1514479167
951	0.1514002803
952	0.1513452662
953	0.1512936496
954	0.1512607969
955	0.1512228393
956	0.1511894795
957	0.1511763693
958	0.1511228959
959	0.1510841802
960	0.1510314252
961	0.1509892862
962	0.1509431904
963	0.1508758997
964	0.1508290054
965	0.1507878152
966	0.150730018
967	0.1506974019
968	0.1506587871
969	0.1506088372
970	0.1505618967
971	0.1505003236
972	0.15047801
973	0.1504286472
974	0.1504199394
975	0.1503869517
976	0.1503513903
977	0.1503127303
978	0.1502703598
979	0.150240263
980	0.1502126302
981	0.1501822913
982	0.1501605999
983	0.1501125441
984	0.1500735596
985	0.1500449413
986	0.1500130536
987	0.1499873784
988	0.1499386372
989	0.1499239001
990	0.1499233583
991	0.1498848162
992	0.1498578345
993	0.1498384264
994	0.1497953278
995	0.1497503531
996	0.1497501045
997	0.1497107062
998	0.1496668622
999	0.1496329226
